ts_epoch,ts_iso,mode,raw_present,filt_occupied,moving,stationary,lux,lux_smooth,moving_age_ms,moving_events,sensor_age_s,move_dist,move_energy,still_dist,still_energy,sensor_seq,confirm_count,filter_stage,lamp_is_off,lamp_level,lamp_temp_dtr,lamp_temp_dtr1,cct_kelvin,runtime_s,action,reason,rationale,user_text,circadian_phase,weather_context
1775895986.785,2026-04-11T10:26:26,ai,False,False,False,False,169.2,171.4,61456,237,0.457,147,0,147,16,1615,,,False,25,154,0,6494,1613.6,,,,,,
1775895991.807,2026-04-11T10:26:31,ai,False,False,False,False,165.8,167.4,66478,237,0.48,147,0,147,15,1620,,,False,25,154,0,6494,1618.6,,,,,,
1775895996.826,2026-04-11T10:26:36,ai,False,False,False,False,165.8,165.4,71497,237,0.498,147,0,147,15,1625,,,False,25,154,0,6494,1623.7,,,,,,
1775896001.847,2026-04-11T10:26:41,ai,False,False,False,False,169.2,167.4,76518,237,0.52,147,0,147,12,1630,,,False,25,154,0,6494,1628.7,,,,,,
1775896005.71,2026-04-11T10:26:45,ai,False,False,False,False,171.7,170.4,80381,237,0.382,147,0,147,14,1634,,,True,25,154,0,6494,1632.5,off(),adaptive_vacant_off,Vacant for 60s after dimming -> turning off to save energy,,,
1775896006.867,2026-04-11T10:26:46,ai,False,False,False,False,152.5,165.0,81538,237,0.541,147,0,147,15,1635,,,True,25,154,0,6494,1632.5,,,,,,
1775896011.888,2026-04-11T10:26:51,ai,False,False,False,False,146.7,150.8,86559,237,0.562,147,0,147,12,1640,,,True,25,154,0,6494,1632.5,,,,,,
1775896016.909,2026-04-11T10:26:56,ai,False,False,False,False,145.0,146.5,91580,237,0.583,147,0,147,13,1645,,,True,25,154,0,6494,1632.5,,,,,,
1775896021.931,2026-04-11T10:27:01,ai,False,False,False,False,145.0,145.2,96602,237,0.605,147,0,147,14,1650,,,True,25,154,0,6494,1632.5,,,,,,
1775896026.951,2026-04-11T10:27:06,ai,False,False,False,False,145.0,145.0,101622,237,0.626,147,0,147,13,1655,,,True,25,154,0,6494,1632.5,,,,,,
1775896031.972,2026-04-11T10:27:11,ai,False,False,False,False,144.2,144.3,106643,237,0.646,147,0,147,14,1660,,,True,25,154,0,6494,1632.5,,,,,,
1775896036.992,2026-04-11T10:27:16,ai,False,False,False,False,144.2,144.2,111663,237,0.666,147,0,147,12,1665,,,True,25,154,0,6494,1632.5,,,,,,
1775896042.012,2026-04-11T10:27:22,ai,False,False,False,False,143.3,143.5,116683,237,0.686,147,0,147,12,1670,,,True,25,154,0,6494,1632.5,,,,,,
1775896047.033,2026-04-11T10:27:27,ai,False,False,False,False,143.3,143.7,121704,237,0.706,147,0,147,11,1675,,,True,25,154,0,6494,1632.5,,,,,,
1775896052.051,2026-04-11T10:27:32,ai,False,False,False,False,143.3,142.9,126723,237,0.727,147,0,147,11,1680,,,True,25,154,0,6494,1632.5,,,,,,
1775896057.075,2026-04-11T10:27:37,ai,False,False,False,False,148.3,145.8,131746,237,0.751,147,0,147,12,1685,,,True,25,154,0,6494,1632.5,,,,,,
1775896062.095,2026-04-11T10:27:42,ai,False,False,False,False,151.7,150.9,136766,237,0.771,147,0,147,10,1690,,,True,25,154,0,6494,1632.5,,,,,,
1775896067.116,2026-04-11T10:27:47,ai,False,False,False,False,151.7,151.3,141788,237,0.792,147,0,147,11,1695,,,True,25,154,0,6494,1632.5,,,,,,
1775896072.136,2026-04-11T10:27:52,ai,False,False,False,False,147.5,149.1,146807,237,0.811,147,0,147,10,1700,,,True,25,154,0,6494,1632.5,,,,,,
1775896077.155,2026-04-11T10:27:57,ai,False,False,False,False,144.2,145.9,151826,237,0.83,147,0,147,12,1705,,,True,25,154,0,6494,1632.5,,,,,,
1775896082.172,2026-04-11T10:28:02,ai,False,False,False,False,143.3,143.9,156843,237,0.848,147,0,147,11,1710,,,True,25,154,0,6494,1632.5,,,,,,
1775896087.19,2026-04-11T10:28:07,ai,False,False,False,False,143.3,143.4,161861,237,0.866,147,0,147,11,1715,,,True,25,154,0,6494,1632.5,,,,,,
1775896092.209,2026-04-11T10:28:12,ai,False,False,False,False,143.3,143.3,166880,237,0.885,147,0,147,11,1720,,,True,25,154,0,6494,1632.5,,,,,,
1775896097.227,2026-04-11T10:28:17,ai,False,False,False,False,143.3,143.3,171898,237,0.903,147,0,147,11,1725,,,True,25,154,0,6494,1632.5,,,,,,
1775896102.244,2026-04-11T10:28:22,ai,False,False,False,False,145.0,144.4,176915,237,0.92,147,0,147,11,1730,,,True,25,154,0,6494,1632.5,,,,,,
1775896107.263,2026-04-11T10:28:27,ai,False,False,False,False,148.3,146.8,181934,237,0.939,147,0,147,11,1735,,,True,25,154,0,6494,1632.5,,,,,,
1775896112.28,2026-04-11T10:28:32,ai,False,False,False,False,155.8,152.5,186952,237,0.957,147,0,147,12,1740,,,True,25,154,0,6494,1632.5,,,,,,
1775896117.3,2026-04-11T10:28:37,ai,False,False,False,False,150.8,152.7,191972,237,0.978,147,0,147,14,1745,,,True,25,154,0,6494,1632.5,,,,,,
1775896122.323,2026-04-11T10:28:42,ai,False,False,False,False,149.2,149.8,196994,237,0.999,147,0,147,12,1750,,,True,25,154,0,6494,1632.5,,,,,,
1775896127.352,2026-04-11T10:28:47,ai,False,False,False,False,147.5,148.3,202023,237,0.029,147,0,147,12,1756,,,True,25,154,0,6494,1632.5,,,,,,
1775896132.371,2026-04-11T10:28:52,ai,False,False,False,False,145.0,145.7,207042,237,0.047,147,0,147,11,1761,,,True,25,154,0,6494,1632.5,,,,,,
1775896137.393,2026-04-11T10:28:57,ai,False,False,False,False,144.2,144.5,212064,237,0.07,147,0,147,13,1766,,,True,25,154,0,6494,1632.5,,,,,,
1775896142.414,2026-04-11T10:29:02,ai,False,False,False,False,144.2,144.0,217085,237,0.091,147,0,147,9,1771,,,True,25,154,0,6494,1632.5,,,,,,
1775896147.434,2026-04-11T10:29:07,ai,False,False,False,False,144.2,144.1,222105,237,0.112,147,0,147,11,1776,,,True,25,154,0,6494,1632.5,,,,,,
1775896152.458,2026-04-11T10:29:12,ai,False,False,False,False,146.7,145.5,227129,237,0.135,147,0,147,11,1781,,,True,25,154,0,6494,1632.5,,,,,,
1775896157.477,2026-04-11T10:29:17,ai,False,False,False,False,149.2,148.6,232148,237,0.154,147,0,147,11,1786,,,True,25,154,0,6494,1632.5,,,,,,
1775896162.498,2026-04-11T10:29:22,ai,False,False,False,False,145.8,146.8,237169,237,0.176,147,0,147,10,1791,,,True,25,154,0,6494,1632.5,,,,,,
1775896167.518,2026-04-11T10:29:27,ai,False,False,False,False,141.7,144.2,242190,237,0.197,147,0,147,13,1796,,,True,25,154,0,6494,1632.5,,,,,,
1775896172.54,2026-04-11T10:29:32,ai,True,True,True,True,388.3,207.3,218,238,0.219,107,87,83,100,1801,,,False,189,154,0,6494,1634.3,,,,,,
1775896173.329,2026-04-11T10:29:33,ai,True,True,False,True,440.8,277.4,1007,238,0.008,99,0,99,100,1802,,,False,189,154,0,6494,1635.0,set_brightness_pct(75); brightness_feedback(confirmed),presence_restore,"Person returned after absence -> restoring adaptive lighting. midday peak alertness (10:29), cloudy (lux proxy, 128 lx). Brightness 75%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 137.1 -> 277.4.",,midday peak alertness,"cloudy (lux proxy, 128 lx)"
1775896177.561,2026-04-11T10:29:37,ai,True,True,False,True,439.2,400.4,5238,238,0.239,101,0,101,100,1806,,,False,189,154,0,6494,1639.3,,,,,,
1775896182.58,2026-04-11T10:29:42,ai,True,True,False,True,440.0,433.3,2258,239,0.258,104,0,104,100,1811,,,False,189,154,0,6494,1644.3,,,,,,
1775896187.6,2026-04-11T10:29:47,ai,True,True,False,True,440.0,438.9,7279,239,0.278,81,0,81,100,1816,,,False,189,154,0,6494,1649.4,,,,,,
1775896190.988,2026-04-11T10:29:50,ai,True,True,True,True,129.2,282.0,667,240,0.668,83,92,83,100,1819,,,False,62,154,0,6494,1652.7,set_brightness_pct(24); brightness_feedback(confirmed),adaptive_eval,"Midday peak alertness (10:29), clear (lux proxy, 440 lx), bright ambient (440 lux). Brightness 24%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity [typical at this hour: 59% brightness, 6497K] Brightness feedback: confirmed lux_smooth 439.2 -> 282.0.",,midday peak alertness,"clear (lux proxy, 440 lx)"
1775896192.618,2026-04-11T10:29:52,ai,True,True,True,True,125.8,202.3,297,240,0.297,85,98,101,100,1821,,,False,62,154,0,6494,1654.4,,,,,,
1775896197.646,2026-04-11T10:29:57,ai,True,True,True,True,127.5,140.4,325,241,0.326,90,42,78,100,1826,,,False,62,154,0,6494,1659.4,,,,,,
1775896202.665,2026-04-11T10:30:02,ai,True,True,False,True,128.3,131.1,1344,242,0.345,89,0,89,100,1831,,,False,62,154,0,6494,1664.4,,,,,,
1775896207.686,2026-04-11T10:30:07,ai,True,True,False,True,127.5,128.4,4365,243,0.366,75,0,75,100,1836,,,False,62,154,0,6494,1669.5,,,,,,
1775896212.708,2026-04-11T10:30:12,ai,True,True,True,True,127.5,127.6,386,245,0.387,141,82,77,100,1841,,,False,62,154,0,6494,1674.5,,,,,,
1775896217.729,2026-04-11T10:30:17,ai,True,True,True,True,111.7,123.6,409,246,0.409,95,49,103,100,1846,,,False,62,154,0,6494,1679.5,,,,,,
1775896222.75,2026-04-11T10:30:22,ai,True,True,False,True,159.2,149.0,4429,246,0.43,150,0,150,100,1851,,,False,62,154,0,6494,1684.5,,,,,,
1775896227.769,2026-04-11T10:30:27,ai,True,True,False,True,162.5,160.2,9448,246,0.449,150,0,150,56,1856,,,False,62,154,0,6494,1689.5,,,,,,
1775896232.786,2026-04-11T10:30:32,ai,True,True,False,True,161.7,161.7,14465,246,0.467,150,0,150,48,1861,,,False,62,154,0,6494,1694.6,,,,,,
1775896237.807,2026-04-11T10:30:37,ai,False,True,False,False,160.8,161.0,19486,246,0.488,150,0,150,45,1866,,,False,62,154,0,6494,1699.6,,,,,,
1775896242.828,2026-04-11T10:30:42,ai,False,True,False,False,160.8,160.9,24507,246,0.508,150,0,150,38,1871,,,False,62,154,0,6494,1704.6,,,,,,
1775896244.366,2026-04-11T10:30:44,ai,False,False,False,False,160.8,160.9,26045,246,0.048,150,0,150,37,1873,,,False,25,154,0,6494,1706.1,set_brightness_pct(10),adaptive_vacant_dim,Desk vacant -> dimming to 10% as warning before shutdown,,,
1775896247.848,2026-04-11T10:30:47,ai,False,False,False,False,160.8,160.8,29526,246,0.528,150,0,150,35,1876,,,False,25,154,0,6494,1709.6,,,,,,
1775896252.869,2026-04-11T10:30:52,ai,False,False,False,False,160.8,160.8,34548,246,0.55,150,0,150,32,1881,,,False,25,154,0,6494,1714.6,,,,,,
1775896257.891,2026-04-11T10:30:57,ai,False,False,False,False,160.8,160.8,39569,246,0.571,150,0,150,31,1886,,,False,25,154,0,6494,1719.7,,,,,,
1775896262.917,2026-04-11T10:31:02,ai,False,False,False,False,160.8,160.8,44596,246,0.597,150,0,150,26,1891,,,False,25,154,0,6494,1724.7,,,,,,
1775896267.936,2026-04-11T10:31:07,ai,False,False,False,False,160.8,160.8,49615,246,0.617,150,0,150,25,1896,,,False,25,154,0,6494,1729.7,,,,,,
1775896272.957,2026-04-11T10:31:12,ai,False,False,False,False,161.7,161.3,54636,246,0.638,150,0,150,22,1901,,,False,25,154,0,6494,1734.7,,,,,,
1775896277.979,2026-04-11T10:31:17,ai,False,False,False,False,163.3,162.3,59658,246,0.661,150,0,150,19,1906,,,False,25,154,0,6494,1739.7,,,,,,
1775896283.0,2026-04-11T10:31:23,ai,False,False,False,False,163.3,163.2,64679,246,0.682,150,0,150,19,1911,,,False,25,154,0,6494,1744.8,,,,,,
1775896288.022,2026-04-11T10:31:28,ai,False,False,False,False,162.5,162.8,69700,246,0.703,150,0,150,20,1916,,,False,25,154,0,6494,1749.8,,,,,,
1775896293.04,2026-04-11T10:31:33,ai,False,False,False,False,161.7,161.9,74719,246,0.723,150,0,150,19,1921,,,False,25,154,0,6494,1754.8,,,,,,
1775896298.06,2026-04-11T10:31:38,ai,False,False,False,False,161.7,161.7,79739,246,0.742,150,0,150,16,1926,,,False,25,154,0,6494,1759.8,,,,,,
1775896303.082,2026-04-11T10:31:43,ai,False,False,False,False,161.7,161.7,84761,246,0.764,150,0,150,13,1931,,,False,25,154,0,6494,1764.8,,,,,,
1775896304.831,2026-04-11T10:31:44,ai,False,False,False,False,161.7,161.7,86510,246,0.513,150,0,150,16,1933,,,True,25,154,0,6494,1766.6,off(),adaptive_vacant_off,Vacant for 60s after dimming -> turning off to save energy,,,
1775896308.102,2026-04-11T10:31:48,ai,False,False,False,False,145.0,150.4,89781,246,0.784,150,0,150,14,1936,,,True,25,154,0,6494,1766.6,,,,,,
1775896313.123,2026-04-11T10:31:53,ai,False,False,False,False,145.8,146.2,94802,246,0.805,150,0,150,15,1941,,,True,25,154,0,6494,1766.6,,,,,,
1775896318.144,2026-04-11T10:31:58,ai,False,False,False,False,145.0,145.5,99823,246,0.828,150,0,150,12,1946,,,True,25,154,0,6494,1766.6,,,,,,
1775896323.167,2026-04-11T10:32:03,ai,False,False,False,False,144.2,144.4,104846,246,0.851,150,0,150,13,1951,,,True,25,154,0,6494,1766.6,,,,,,
1775896328.187,2026-04-11T10:32:08,ai,False,False,False,False,143.3,144.0,109866,246,0.87,150,0,150,14,1956,,,True,25,154,0,6494,1766.6,,,,,,
1775896333.21,2026-04-11T10:32:13,ai,False,False,False,False,144.2,143.5,114889,246,0.893,150,0,150,13,1961,,,True,25,154,0,6494,1766.6,,,,,,
1775896338.23,2026-04-11T10:32:18,ai,False,False,False,False,143.3,143.4,119909,246,0.914,150,0,150,11,1966,,,True,25,154,0,6494,1766.6,,,,,,
1775896343.254,2026-04-11T10:32:23,ai,False,False,False,False,143.3,143.3,124932,246,0.937,150,0,150,10,1971,,,True,25,154,0,6494,1766.6,,,,,,
1775896348.274,2026-04-11T10:32:28,ai,False,False,False,False,143.3,143.3,129953,246,0.958,150,0,150,11,1976,,,True,25,154,0,6494,1766.6,,,,,,
1775896353.295,2026-04-11T10:32:33,ai,False,False,False,False,143.3,143.3,134974,246,0.978,150,0,150,12,1981,,,True,25,154,0,6494,1766.6,,,,,,
1775896358.318,2026-04-11T10:32:38,ai,False,False,False,False,144.2,143.8,139997,246,0.002,150,0,150,11,1987,,,True,25,154,0,6494,1766.6,,,,,,
1775896363.339,2026-04-11T10:32:43,ai,False,False,False,False,143.3,143.6,145018,246,0.023,150,0,150,11,1992,,,True,25,154,0,6494,1766.6,,,,,,
1775896368.358,2026-04-11T10:32:48,ai,False,False,False,False,143.3,143.4,150037,246,0.043,150,0,150,11,1997,,,True,25,154,0,6494,1766.6,,,,,,
1775896373.378,2026-04-11T10:32:53,ai,False,False,False,False,144.2,144.0,155057,246,0.063,150,0,150,10,2002,,,True,25,154,0,6494,1766.6,,,,,,
1775896378.4,2026-04-11T10:32:58,ai,False,False,False,False,144.2,144.1,160078,246,0.083,150,0,150,13,2007,,,True,25,154,0,6494,1766.6,,,,,,
1775896383.43,2026-04-11T10:33:03,ai,False,False,False,False,144.2,144.2,165109,246,0.114,150,0,150,10,2012,,,True,25,154,0,6494,1766.6,,,,,,
1775896388.452,2026-04-11T10:33:08,ai,False,False,False,False,143.3,143.6,170131,246,0.136,150,0,150,11,2017,,,True,25,154,0,6494,1766.6,,,,,,
1775896393.473,2026-04-11T10:33:13,ai,False,False,False,False,142.5,142.7,175151,246,0.158,150,0,150,11,2022,,,True,25,154,0,6494,1766.6,,,,,,
1775896398.493,2026-04-11T10:33:18,ai,False,False,False,False,142.5,142.5,180171,246,0.177,150,0,150,11,2027,,,True,25,154,0,6494,1766.6,,,,,,
1775896403.511,2026-04-11T10:33:23,ai,False,False,False,False,141.7,142.3,185190,246,0.196,150,0,150,9,2032,,,True,25,154,0,6494,1766.6,,,,,,
1775896408.531,2026-04-11T10:33:28,ai,False,False,False,False,142.5,142.5,190209,246,0.216,150,0,150,10,2037,,,True,25,154,0,6494,1766.6,,,,,,
1775896413.551,2026-04-11T10:33:33,ai,False,False,False,False,142.5,142.5,195229,246,0.236,150,0,150,12,2042,,,True,25,154,0,6494,1766.6,,,,,,
1775896418.571,2026-04-11T10:33:38,ai,False,False,False,False,142.5,142.2,200250,246,0.256,150,0,150,11,2047,,,True,25,154,0,6494,1766.6,,,,,,
1775896423.59,2026-04-11T10:33:43,ai,False,False,False,False,142.5,142.5,205269,246,0.276,150,0,150,12,2052,,,True,25,154,0,6494,1766.6,,,,,,
1775896428.612,2026-04-11T10:33:48,ai,False,False,False,False,142.5,142.5,210291,246,0.298,150,0,150,11,2057,,,True,25,154,0,6494,1766.6,,,,,,
1775896433.632,2026-04-11T10:33:53,ai,False,False,False,False,143.3,142.9,215311,246,0.318,150,0,150,8,2062,,,True,25,154,0,6494,1766.6,,,,,,
1775896438.654,2026-04-11T10:33:58,ai,False,False,False,False,133.3,139.4,220332,246,0.339,150,0,150,16,2067,,,True,25,154,0,6494,1766.6,,,,,,
1775896443.239,2026-04-11T10:34:03,ai,True,True,True,True,404.2,210.5,926,247,0.926,99,100,100,100,2071,,,False,190,154,0,6494,1769.1,set_brightness_pct(75); brightness_feedback(confirmed),presence_restore,"Person returned after absence -> restoring adaptive lighting. midday peak alertness (10:34), cloudy (lux proxy, 126 lx). Brightness 75%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 132.1 -> 210.5.",,midday peak alertness,"cloudy (lux proxy, 126 lx)"
1775896443.673,2026-04-11T10:34:03,ai,True,True,True,True,405.0,268.9,359,247,0.36,92,100,95,100,2072,,,False,190,154,0,6494,1769.6,,,,,,
1775896448.691,2026-04-11T10:34:08,ai,True,True,True,True,405.0,382.0,378,248,0.379,100,66,85,100,2077,,,False,190,154,0,6494,1774.6,,,,,,
1775896453.713,2026-04-11T10:34:13,ai,True,True,True,True,447.5,426.2,398,249,0.399,144,100,106,100,2082,,,False,190,154,0,6494,1779.6,,,,,,
1775896458.731,2026-04-11T10:34:18,ai,True,True,False,True,475.8,466.4,5417,249,0.418,148,0,148,98,2087,,,False,190,154,0,6494,1784.6,,,,,,
1775896463.751,2026-04-11T10:34:23,ai,True,True,False,True,476.7,474.5,10437,249,0.437,148,0,148,85,2092,,,False,190,154,0,6494,1789.6,,,,,,
1775896468.772,2026-04-11T10:34:28,ai,True,True,False,True,476.7,476.3,15458,249,0.46,148,0,148,74,2097,,,False,190,154,0,6494,1794.7,,,,,,
1775896473.793,2026-04-11T10:34:33,ai,True,True,False,True,477.5,477.3,20478,249,0.479,148,0,148,64,2102,,,False,190,154,0,6494,1799.7,,,,,,
1775896478.813,2026-04-11T10:34:38,ai,True,True,False,True,478.3,477.9,25499,249,0.501,148,0,148,55,2107,,,False,190,154,0,6494,1804.7,,,,,,
1775896483.835,2026-04-11T10:34:43,ai,True,True,False,True,479.2,478.7,30521,249,0.524,148,0,148,52,2112,,,False,190,154,0,6494,1809.7,,,,,,
1775896488.856,2026-04-11T10:34:48,ai,True,True,False,True,481.7,480.4,35542,249,0.544,148,0,148,45,2117,,,False,58,154,0,6494,1814.7,,,,,,
1775896491.106,2026-04-11T10:34:51,ai,True,True,False,True,168.3,329.3,37792,249,0.794,148,0,148,45,2119,,,False,58,154,0,6494,1817.0,set_brightness_pct(23); brightness_feedback(confirmed),adaptive_eval,"Midday peak alertness (10:34), clear (lux proxy, 482 lx), bright ambient (482 lux). Brightness 23%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity [typical at this hour: 57% brightness, 6498K] Brightness feedback: confirmed lux_smooth 480.4 -> 329.3.",,midday peak alertness,"clear (lux proxy, 482 lx)"
1775896493.875,2026-04-11T10:34:53,ai,False,True,False,False,168.3,223.5,40561,249,0.564,148,0,148,42,2122,,,False,58,154,0,6494,1819.8,,,,,,
1775896498.897,2026-04-11T10:34:58,ai,False,True,False,False,166.7,176.4,45582,249,0.585,148,0,148,36,2127,,,False,58,154,0,6494,1824.8,,,,,,
1775896500.2,2026-04-11T10:35:00,ai,False,False,False,False,170.8,174.8,46885,249,0.888,148,0,148,35,2128,,,False,25,154,0,6494,1826.0,set_brightness_pct(10),adaptive_vacant_dim,Desk vacant -> dimming to 10% as warning before shutdown,,,
1775896503.916,2026-04-11T10:35:03,ai,False,False,False,False,165.0,167.5,50602,249,0.604,148,0,148,34,2132,,,False,25,154,0,6494,1829.8,,,,,,
1775896508.938,2026-04-11T10:35:08,ai,False,False,False,False,163.3,164.3,55623,249,0.625,148,0,148,32,2137,,,False,25,154,0,6494,1834.8,,,,,,
1775896513.957,2026-04-11T10:35:13,ai,False,False,False,False,162.5,163.0,60643,249,0.646,148,0,148,26,2142,,,False,25,154,0,6494,1839.8,,,,,,
1775896518.979,2026-04-11T10:35:18,ai,False,False,False,False,161.7,162.2,65664,249,0.666,148,0,148,27,2147,,,False,25,154,0,6494,1844.9,,,,,,
1775896524.0,2026-04-11T10:35:24,ai,False,False,False,False,161.7,161.7,70686,249,0.689,148,0,148,22,2152,,,False,25,154,0,6494,1849.9,,,,,,
1775896529.021,2026-04-11T10:35:29,ai,False,False,False,False,160.8,161.3,75707,249,0.71,148,0,148,24,2157,,,False,25,154,0,6494,1854.9,,,,,,
1775896534.047,2026-04-11T10:35:34,ai,False,False,False,False,160.8,160.9,80732,249,0.735,148,0,148,22,2162,,,False,25,154,0,6494,1859.9,,,,,,
1775896539.07,2026-04-11T10:35:39,ai,False,False,False,False,159.2,159.6,85755,249,0.759,148,0,148,18,2167,,,False,25,154,0,6494,1865.0,,,,,,
1775896544.089,2026-04-11T10:35:44,ai,False,False,False,False,159.2,159.2,90775,249,0.778,148,0,148,18,2172,,,False,25,154,0,6494,1870.0,,,,,,
1775896549.111,2026-04-11T10:35:49,ai,False,False,False,False,158.3,158.5,95796,249,0.8,148,0,148,17,2177,,,False,25,154,0,6494,1875.0,,,,,,
1775896554.13,2026-04-11T10:35:54,ai,False,False,False,False,158.3,158.4,100815,249,0.819,148,0,148,14,2182,,,False,25,154,0,6494,1880.0,,,,,,
1775896559.15,2026-04-11T10:35:59,ai,False,False,False,False,158.3,158.3,105835,249,0.839,148,0,148,15,2187,,,False,25,154,0,6494,1885.0,,,,,,
1775896560.634,2026-04-11T10:36:00,ai,False,False,False,False,158.3,158.3,107320,249,0.323,148,0,148,15,2189,,,True,25,154,0,6494,1886.4,off(),adaptive_vacant_off,Vacant for 60s after dimming -> turning off to save energy,,,
1775896564.169,2026-04-11T10:36:04,ai,False,False,False,False,141.7,147.4,110855,249,0.859,148,0,148,14,2192,,,True,25,154,0,6494,1886.4,,,,,,
1775896569.192,2026-04-11T10:36:09,ai,False,False,False,False,141.7,142.6,115877,249,0.882,148,0,148,15,2197,,,True,25,154,0,6494,1886.4,,,,,,
1775896574.213,2026-04-11T10:36:14,ai,False,False,False,False,141.7,141.8,120899,249,0.903,148,0,148,12,2202,,,True,25,154,0,6494,1886.4,,,,,,
1775896579.232,2026-04-11T10:36:19,ai,False,False,False,False,141.7,141.7,125918,249,0.923,148,0,148,11,2207,,,True,25,154,0,6494,1886.4,,,,,,
1775896584.274,2026-04-11T10:36:24,ai,False,False,False,False,142.5,142.3,130960,249,0.966,148,0,148,12,2212,,,True,25,154,0,6494,1886.4,,,,,,
1775896589.294,2026-04-11T10:36:29,ai,False,False,False,False,142.5,142.1,135980,249,0.986,148,0,148,12,2217,,,True,25,154,0,6494,1886.4,,,,,,
1775896594.312,2026-04-11T10:36:34,ai,False,False,False,False,145.0,144.3,140997,249,0.002,148,0,148,11,2223,,,True,25,154,0,6494,1886.4,,,,,,
1775896599.335,2026-04-11T10:36:39,ai,False,False,False,False,144.2,144.6,146020,249,0.025,148,0,148,11,2228,,,True,25,154,0,6494,1886.4,,,,,,
1775896604.356,2026-04-11T10:36:44,ai,False,False,False,False,143.3,143.2,151041,249,0.046,148,0,148,12,2233,,,True,25,154,0,6494,1886.4,,,,,,
1775896609.38,2026-04-11T10:36:49,ai,True,False,True,False,125.8,135.1,71,250,0.072,148,62,148,49,2238,,,True,25,154,0,6494,1886.4,,,,,,
1775896613.471,2026-04-11T10:36:53,ai,True,True,True,True,442.5,259.5,162,250,0.162,141,100,141,100,2242,,,False,190,154,0,6494,1889.0,set_brightness_pct(75); brightness_feedback(confirmed),presence_restore,"Person returned after absence -> restoring adaptive lighting. midday peak alertness (10:36), cloudy (lux proxy, 126 lx). Brightness 75%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 132.3 -> 259.5.",,midday peak alertness,"cloudy (lux proxy, 126 lx)"
1775896614.402,2026-04-11T10:36:54,ai,True,True,True,True,405.8,303.4,93,250,0.093,80,100,83,100,2243,,,False,190,154,0,6494,1890.0,,,,,,
1775896619.419,2026-04-11T10:36:59,ai,True,True,False,True,445.0,404.1,1110,250,0.111,82,0,82,100,2248,,,False,190,154,0,6494,1895.0,,,,,,
1775896624.437,2026-04-11T10:37:04,ai,True,True,False,True,437.5,431.7,2128,252,0.129,79,0,79,100,2253,,,False,190,154,0,6494,1900.0,,,,,,
1775896629.458,2026-04-11T10:37:09,ai,True,True,False,True,438.3,436.9,1150,253,0.149,108,0,108,100,2258,,,False,190,154,0,6494,1905.0,,,,,,
